Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.38557434082031,35.2507003581886,26.76799662291043,28.908793360303974,855215656
2007-10-08,30.72767448425293,33.480126947172145,30.534519082817503,33.480126947172145,126671715
2007-10-09,32.82018280029297,33.10991372744685,29.085860943707615,30.743769817332836,116725709
2007-10-10,33.125999450683594,33.80204096867718,32.83626861907928,33.67327001215155,67931378
2007-10-11,36.82813262939453,38.630908841057305,32.8362738248115,38.630908841057305,106320954
2007-10-12,36.58668899536133,37.954866688520234,35.733590836431546,36.05551499952776,99410791
2007-10-15,37.069576263427734,37.568561349828464,36.7476520914438,37.343212682889295,41814972
2007-10-16,40.85218811035156,41.496040865236544,36.86032897487316,37.11786658372609,138614496
2007-10-17,44.039241790771484,45.06939660809636,34.15616494836811,36.69936743124684,204876259
2007-10-18,42.49399948120117,48.11157803502763,40.675128780773825,44.747468687558325,146617799
2007-10-19,42.3491325378418,44.071427583227674,40.24052677272194,41.52822335000101,110266491
2007-10-22,41.7857666015625,43.089557680577606,40.40149011755646,41.49603573582313,72253405
2007-10-23,44.763553619384766,45.16595870988109,42.81591036155777,42.81591036155777,74594921
2007-10-24,44.07142639160156,46.1961265599384,43.57244136157235,45.713235990139744,63055170
2007-10-25,43.97483444213867,45.004993139461234,38.84014414408062,42.57446396390699,34522489
2007-10-26,45.294734954833984,46.019064237491754,43.540246723623866,44.747462194720164,62370025
2007-10-29,46.212223052978516,47.322863116257366,45.80981786575801,46.03516651715179,43657697
2007-10-30,47.24238204956055,48.513979820564494,45.45570039958244,46.839976862589225,79921711
2007-10-31,48.22425842285156,49.286610944759616,47.32287237369617,47.48383448007225,44655368
2007-11-01,47.14579772949219,49.78557725311005,46.759491406331854,49.41536538935732,50632492
2007-11-02,47.9989013671875,48.28863660130121,45.0693906681138,45.43960694139779,32001693
2007-11-05,48.98077392578125,50.05922075170029,47.67697843783403,47.96671367940626,38833135
2007-11-06,49.62461471557617,52.76337484710276,48.9485731985877,49.83386451773623,81880281
2007-11-07,48.900291442871094,51.25033603130588,47.80575018752306,50.542105509081054,33593141
2007-11-08,48.06328582763672,49.36708122458195,47.00093790394117,47.644786188938625,27990521
2007-11-12,49.222198486328125,50.091395150492595,45.34301114159325,46.614612860209,35153735
2007-11-13,50.39723205566406,51.41129215469643,48.46568734650706,50.05921347811171,43830531
2007-11-14,49.73729705810547,51.990766234240375,49.47975510386447,51.28253131804759,36738579
2007-11-15,50.57429122924805,51.45958252432335,49.624613366162656,50.670866714888014,29242252
2007-11-16,50.22017288208008,51.363001694693445,49.640706880144016,50.348941649274174,18895294
2007-11-19,52.039039611816406,53.92229634780653,50.9766918973475,51.36299817243857,40716718
2007-11-20,51.2342414855957,53.27846074278146,50.606487636899615,51.82980204552199,26342171
2007-11-21,47.24238204956055,51.8458956419622,46.099548698736555,51.54007031968943,26814499
2007-11-22,45.61665725708008,48.64274741010353,43.63682483689468,46.74339165173236,34096185
2007-11-23,48.64274597167969,48.932476791318976,45.9063867277806,48.61055268808086,27664090
2007-11-26,49.02904510498047,50.44551007878759,48.64273885741914,50.44551007878759,20159123
2007-11-27,47.82185745239258,49.8660772602611,47.32287662435764,49.8660772602611,20573198
2007-11-28,47.11360549926758,49.09344236950106,46.79168137290447,48.86809373449672,16435311
2007-11-29,45.842002868652344,48.54616436475616,45.24644242593084,48.288626838031966,25530967
2007-11-30,47.61259078979492,47.902321631919094,46.0351634347852,46.67901169122798,18437721
2007-12-03,48.288631439208984,48.884191938678406,47.82183971537137,48.1920515827036,16851227
2007-12-04,47.660884857177734,49.01296812158914,47.30676739589132,48.610562907940036,14008727
2007-12-05,49.56022262573242,49.73728348966601,47.64477696838109,47.74135244589048,27725290
2007-12-06,48.64274597167969,51.39519530781554,48.01499222381532,50.63867279193095,24104710
2007-12-07,48.43350601196289,49.6407217530561,47.564313298201604,48.948585601437934,11742386
2007-12-10,48.48178482055664,49.077340929508885,47.854031061032444,48.900284415989326,8330010
2007-12-11,48.256439208984375,49.19001831069985,48.01499611200405,48.916381927513726,11685950
2007-12-12,48.22425842285156,48.65885698334229,47.32287237369617,47.64479658644832,16342131
2007-12-13,47.419429779052734,48.93247474762881,47.24237327621666,48.288626568043234,14620172
2007-12-14,46.9526481628418,47.693076347841625,46.711205043763215,47.25847786022501,10991851
2007-12-17,44.11970138549805,47.483809376805624,43.45975447842433,47.22626752293261,19355678
2007-12-18,43.92656326293945,45.391316482791034,42.558385547069484,43.62073355637107,21607783
2007-12-19,43.12173843383789,45.72932420022042,42.75152663710369,45.34301358061762,19526912
2007-12-20,42.68715286254883,44.03923606971298,42.493997494900256,43.68511862341991,17105204
2007-12-24,43.990943908691406,44.68307990419135,42.97687942180443,43.33099683259231,16711519
2007-12-26,45.326927185058594,45.87419993242705,44.232386056697,44.232386056697,20930094
2007-12-27,45.648860931396484,46.90436438363176,45.26255016161199,46.26051601157508,44565277
2007-12-28,46.002967834472656,46.19612317496375,45.06938441649492,45.55227058453504,18354518
2007-12-31,46.34099578857422,46.614632212477304,45.777628478458034,46.357094617260344,11982308
2008-01-01,47.19409942626953,47.628697988885406,46.14784572970894,46.582444292324816,16687746
2008-01-02,46.936546325683594,47.548201257956606,46.244410366364775,47.19408386568007,13437280
2008-01-03,48.86809158325195,49.06124692384192,46.08344888607014,46.64681608240534,31815218
2008-01-04,48.610557556152344,50.2201782335373,48.28863342067535,49.576329962583316,28011310
2008-01-07,48.208168029785156,49.318804037743675,47.693088372609616,48.30474355521565,15858063
2008-01-08,46.56635284423828,48.93249684606613,46.002985432678166,48.25645507891862,13282666
2008-01-09,45.8259162902832,46.82388211418148,45.71324195484086,46.61463227200348,13113527
2008-01-10,44.73135757446289,47.3228488169293,44.42552797803615,46.035152606920974,18023003
2008-01-11,45.407405853271484,45.84200426341952,43.620724470746225,45.34301928644397,11629440
2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
2008-01-15,44.69916534423828,47.033114779614976,44.328953548453434,46.83996383668341,11558334
2008-01-16,43.78169631958008,44.74746883987775,42.671060541063376,44.377256913705516,14834065
2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
2008-01-18,42.864219665527344,44.63480277418827,42.49400334061527,44.586510650850926,13254156
2008-01-21,35.57262420654297,42.49399282814056,30.9852032857848,42.49399282814056,33202389
2008-01-22,31.999267578125,33.80204364681696,25.415917126882906,32.06365196989518,58755707
2008-01-23,35.57262420654297,36.94080172476575,32.51434504816264,32.51434504816264,28425991
2008-01-24,35.653106689453125,38.18021202286468,33.96300498044468,37.488076005783945,29911930
2008-01-25,37.488075256347656,37.66513178053493,35.97503010531385,37.34320765192139,12550722
2008-01-28,37.89048767089844,38.18021856884184,33.96301080338392,36.97300285543077,13601109
2008-01-29,37.262733459472656,38.53433574745335,36.69936613099093,37.98706288180631,7679877
2008-01-30,35.20240783691406,37.50416414105895,34.735616173265015,37.34320210067994,9016102
2008-01-31,32.90066146850586,35.6692104560919,32.51435286593735,35.57263275965272,41538563
2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
2008-02-04,35.7979736328125,36.21647546277478,34.68733575639602,34.68733575639602,12009385
2008-02-05,36.90861129760742,37.39149751790569,35.089740741092406,35.8623578202945,14593303
2008-02-06,36.58668899536133,37.0212874888164,34.542471869613145,35.89455291797965,12429218
2008-02-07,34.86438751220703,37.327108067941936,34.63904108974965,36.08769946964521,11300078
2008-02-08,33.9630012512207,35.37946641663072,33.33524751025345,35.089735600174706,13514197
