Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421507477760315,0.8463824314133424,0.7650357767905952,0.7890167906429403,535796800
2000-01-04,0.7711489200592041,0.8322759891419447,0.761274256061347,0.8144082072235389,512377600
2000-01-05,0.7824333906173706,0.8318059143441793,0.7749104697598428,0.7805526478469577,778321600
2000-01-06,0.714722752571106,0.8050037126972407,0.714722752571106,0.7984211393239875,767972800
2000-01-07,0.7485784292221069,0.7598636873949384,0.718485093824127,0.7260080133246739,460734400
2000-01-10,0.7354122996330261,0.7692671116434155,0.7128418892356713,0.7673863696705593,505064000
2000-01-11,0.6977953314781189,0.7476380417018296,0.6808679473977438,0.7217763405385411,441548800
2000-01-12,0.6559466123580933,0.7184850760082616,0.6507737295467325,0.7147227374292697,976068800
2000-01-13,0.727888822555542,0.74293551778567,0.6959147395858735,0.7108434583511025,1032684800
2000-01-14,0.755631148815155,0.769267246196933,0.7476380317005068,0.7523398623429992,390376000
2000-01-18,0.7819629907608032,0.7974806831230938,0.7556310937315199,0.7598635797438867,459177600
2000-01-19,0.8017124533653259,0.8181696909458214,0.7777314422447832,0.7946588780034443,597643200
2000-01-20,0.853905975818634,0.9140926390963079,0.853905975818634,0.8689526165259982,1831132800
2000-01-21,0.8374488353729248,0.8595483008053934,0.8289847155526959,0.8595483008053934,495924800
2000-01-24,0.799361526966095,0.8482629891056285,0.7908973574504491,0.8158187135822018,440876800
2000-01-25,0.8445014357566833,0.8510849125581711,0.7702084253581182,0.7899569472463972,497145600
2000-01-26,0.8289845585823059,0.8590779399503575,0.8256933225731637,0.8275740145143571,367158400
2000-01-27,0.8275741338729858,0.8501446000592142,0.8050037179108727,0.8186398162695369,340144000
2000-01-28,0.7645652890205383,0.8341565094790137,0.7570423712823994,0.8139378424990698,423348800
2000-01-31,0.7805523872375488,0.7814927834208395,0.7109612113820715,0.7598635707569393,701680000
2000-02-01,0.7542204260826111,0.7899568340453993,0.7523397343249216,0.7824330625325834,318035200
2000-02-02,0.7434056401252747,0.7683269980799323,0.7297694907814833,0.7579829894377689,464195200
2000-02-03,0.7772611379623413,0.784314711905557,0.754220477608118,0.7546906756917139,475193600
2000-02-04,0.8125271797180176,0.8275738165791519,0.7796118642767654,0.7819628039771321,425320000
2000-02-07,0.8581374883651733,0.8595480825661799,0.7970104338281692,0.8125273216079736,441067200
2000-02-08,0.8642508387565613,0.8736543990913374,0.8369785450006467,0.8576673621296861,408643200
2000-02-09,0.8473223447799683,0.8811780084506999,0.8459118511700028,0.8586075994862784,299364800
2000-02-10,0.853905975818634,0.8567270640009254,0.8275740281240406,0.8492040952160037,302982400
2000-02-11,0.8181696534156799,0.8586078500376669,0.8144081686111304,0.8548463652331174,212251200
2000-02-14,0.8713035583496094,0.871773756482619,0.8172292161060384,0.8224012448968098,367539200
2000-02-15,0.8952844738960266,0.902338047845667,0.8666016876330587,0.8670718857170828,485744000
2000-02-16,0.8586079478263855,0.8887021399995252,0.8435613037568944,0.8858802476009524,378246400
2000-02-17,0.8642508387565613,0.8689526189239494,0.8510848899849863,0.8666017288402553,289497600
2000-02-18,0.8369786143302917,0.8680122946114499,0.8341566720966156,0.8623701177639375,233441600
2000-02-22,0.8562569618225098,0.879767773744625,0.8026527646660798,0.8285145171528867,422296000
2000-02-23,0.8745948672294617,0.8952845900939504,0.8350970176664932,0.8519073296016928,473099200
2000-02-24,0.8667190670967102,0.8962251356555903,0.8407401883507652,0.8825889853850362,376432000
2000-02-25,0.8303951621055603,0.8802379218373516,0.8285144700297118,0.8637806859070585,249144000
2000-02-28,0.8520253300666809,0.8651912810683217,0.815348615953792,0.8285145669554328,328328000
2000-02-29,0.862369954586029,0.8821184738495345,0.8468523137958958,0.8543759849386794,368961600
2000-03-01,0.9803923964500427,0.9935583427085591,0.8915228618942476,0.8919930599108805,1077003200
2000-03-02,0.9178552627563477,0.9625252040066665,0.9079805966970774,0.9554724307474601,311259200
2000-03-03,0.9629950523376465,0.9647587223247138,0.9028083826417262,0.9394842405422835,323366400
2000-03-06,0.9455974102020264,0.9714591093306276,0.9404245279559377,0.9479483002577073,210560000
2000-03-07,0.9244374632835388,0.9587633298794499,0.9112715150662213,0.9512395578047618,273011200
2000-03-08,0.9178552627563477,0.9324318111378402,0.8919935539326961,0.9244378377385064,271230400
2000-03-09,0.9197357296943665,0.9404245469957443,0.8896423474976967,0.9093908690266947,276718400
2000-03-10,0.9460675120353699,0.9625247452326886,0.9103310537374778,0.915503935457198,248606400
2000-03-13,0.9126819968223572,0.9517096385768989,0.8990458521993392,0.9187951738837279,303956800
2000-03-14,0.8595483899116516,0.9347826187384505,0.8576675969711348,0.9119770500763561,428579200
2000-03-15,0.8745948672294617,0.9046890552360936,0.8586078289530604,0.8698930866754063,443609600
2000-03-16,0.914563000202179,0.9178550906620361,0.8614289976861546,0.8825889206684335,378100800
2000-03-17,0.9404246211051941,0.9404246211051941,0.8999863750541472,0.9037487638187792,305043200
2000-03-20,0.9253783822059631,0.9498295001067618,0.9206764991321874,0.9291406721614902,204489600
2000-03-21,1.0151888132095337,1.0288248618351301,0.9150339887681918,0.9220867606032218,524328000
2000-03-22,1.0847797393798828,1.0861911372351167,0.9897970131303164,0.9989664283473839,567996800
2000-03-23,1.0631506443023682,1.1313312833808897,1.0532759810832624,1.0683226229658123,562564800
2000-03-24,1.0434010028839111,1.0828988402509887,1.0194200008569942,1.0716135860132319,446913600
2000-03-27,1.0499849319458008,1.0890125919189684,1.0297654027940413,1.03540848490925,279182400
2000-03-28,1.046693205833435,1.0683224166273348,1.0316456628231794,1.0325860589251659,202966400
2000-03-29,1.022712230682373,1.0490441258827603,1.0068423177543473,1.0485740282664202,239836800
2000-03-30,0.9460675120353699,1.0358781526955916,0.9437165217706984,1.0048436749270424,414400000
2000-03-31,1.0217721462249756,1.032586302152289,0.9479484231763917,0.9587634831377696,404633600
2000-04-03,1.0029633045196533,1.049514739405442,0.9738103098397559,1.0194205446381976,328563200
2000-04-04,0.9578227996826172,1.0006119245051905,0.878356923411412,0.9977908368286175,660329600
2000-04-05,0.980863630771637,0.9996717567957617,0.9329017140762745,0.9514746908121922,457665600
2000-04-06,0.9418354630470276,1.0118968541526705,0.927258123707248,0.9827438830919503,259627200
2000-04-07,0.9912077188491821,0.9921480146863741,0.944186900096065,0.9573528498848082,242435200
2000-04-10,0.9404246211051941,0.9987315016861325,0.9385439289640096,0.9907375304917789,212262400
2000-04-11,0.8985759019851685,0.9394842466879614,0.8882310402613802,0.929140288998231,541822400
2000-04-12,0.8219309449195862,0.8952844562337751,0.7890165272220577,0.8952844562337751,941136000
2000-04-13,0.8562569618225098,0.9028083875089792,0.8162889130340678,0.8388593788647751,529827200
2000-04-14,0.8416803479194641,0.8877607150989216,0.8200502312497151,0.8224011714807825,667620800
2000-04-17,0.9319612383842468,0.9324314364723616,0.8205204242448348,0.8238125642232402,409561600
2000-04-18,0.9545318484306335,0.9545318484306334,0.8981057558562339,0.9291403428255046,390924800
2000-04-19,0.9112715125083923,0.9799223414735999,0.9009266523914263,0.9493588632418875,520150400
2000-04-20,0.8943442106246948,0.9385439420212539,0.8807080623688524,0.930550774301508,722120000
2000-04-24,0.9065698981285095,0.9065698981285095,0.8633105614525834,0.8651912536889338,443620800
2000-04-25,0.9653459787368774,0.9686380687415144,0.9183251618676952,0.9187953599915649,391641600
2000-04-26,0.9126819968223572,0.9629947930567766,0.9028081395657704,0.9526499341859541,366912000
2000-04-27,0.9535908102989197,0.955472406946271,0.8770640085385868,0.881648667634167,326603200
2000-04-28,0.933371901512146,0.9592337050836567,0.9126822778481202,0.9564126164914423,249580800
2000-05-01,0.9352525472640991,0.9413657252473221,0.916914620485888,0.9394841292634621,226195200
2000-05-02,0.886820375919342,0.9498290335805522,0.8839992876400147,0.9272586197261806,236432000
2000-05-03,0.8656613230705261,0.9122119395706284,0.8397996239192734,0.8948143084819012,489798400
2000-05-04,0.8327462077140808,0.867072081888931,0.8318058113332711,0.8661316855081214,399515200
2000-05-05,0.8510847687721252,0.863310319589753,0.8329810393243754,0.8336862861593977,284076800
2000-05-08,0.8285145163536072,0.8553165646818516,0.827574120038992,0.8433260596534807,184900800
2000-05-09,0.7932484149932861,0.8369787585610474,0.7890167816284438,0.829925182476243,327140800
2000-05-10,0.747167706489563,0.7899568341072966,0.7429352208885263,0.7829032606454017,535091200
2000-05-11,0.7734997868537903,0.7843148468787308,0.7448169956809096,0.7626847770529647,499744000
2000-05-12,0.8097063302993774,0.831335595977036,0.7881933836690062,0.7974807765469407,306913600
2000-05-15,0.7598636746406555,0.8129976232080373,0.7532802475441829,0.8129976232080373,678932800
2000-05-16,0.7951288223266602,0.8205203194269097,0.773029414560159,0.7863124837404915,440451200
2000-05-17,0.7626848220825195,0.78008240631723,0.7551610483167276,0.7796122081249565,398092800
2000-05-18,0.7579829096794128,0.789486787878222,0.7570425133955484,0.7749102939095354,373777600
2000-05-19,0.7071998715400696,0.7466977218790718,0.702497186859586,0.7466977218790718,740667200
2000-05-22,0.6766353845596313,0.7053190246699527,0.6470122020898403,0.7053190246699527,755507200
2000-05-23,0.6456015110015869,0.7024969227821466,0.6441909672930752,0.6808677153673203,517585600
2000-05-24,0.6597079038619995,0.6752247408635547,0.6244416940454551,0.6484226986400283,678462400
2000-05-25,0.65653395652771,0.6970901337581941,0.6470123675427518,0.6658213504443765,406750400
2000-05-26,0.6498333215713501,0.6761652191701224,0.6413700569832437,0.6620588741559851,181148800
